🐍动物世界,#genre#
星星影院[1920*1080],http://epg.112114.xyz/douyu/315131
经典科幻[1920*1080],http://epg.112114.xyz/douyu/7673566
漫威电影[1280*720]],http://epg.112114.xyz/douyu/4282654
科幻系列[1920*1080],http://epg.112114.xyz/douyu/8107217
恐怖经典[1920*1080],http://epg.112114.xyz/douyu/1165374
小U电影[1280*720]],http://epg.112114.xyz/douyu/96577
小宇60帧[1920*1080],http://epg.112114.xyz/douyu/323876
华语电影[1280*720]],http://epg.112114.xyz/douyu/3928
恐怖电影[1280*720]],http://epg.112114.xyz/douyu/310926
喜剧电影[1920*1080],http://epg.112114.xyz/douyu/9292492
欧美大片[1280*720]],http://epg.112114.xyz/douyu/2793084
怀旧90[1280*720]],http://epg.112114.xyz/douyu/9275635
国产影片[1536*864],http://epg.112114.xyz/douyu/5423
麓山迷踪[1920*1080],http://epg.112114.xyz/douyu/4505431
高帧影片[1920*1080],http://epg.112114.xyz/douyu/6763930
译制影片[1920*1080],http://epg.112114.xyz/douyu/2436390
网神影厅[1920*1080],http://epg.112114.xyz/douyu/5081118
小九电影[1536*864],http://epg.112114.xyz/douyu/7136517
华语电影[1920*1080],http://epg.112114.xyz/douyu/6003761
枪战影片[1920*1080],http://epg.112114.xyz/douyu/10240510
国外电影[1920*1080],http://epg.112114.xyz/douyu/9683979
星星华语[1920*1080],http://epg.112114.xyz/douyu/10254810
奶瓶科幻片[1280*720]],http://epg.112114.xyz/douyu/6655271
避风港影院[1280*720]],http://epg.112114.xyz/douyu/9826611
恐怖动作片[1920*1080],http://epg.112114.xyz/douyu/5129261
变种人电影[1920*1080],http://epg.112114.xyz/douyu/9651304
冰冰经典电影[1920*1080],http://epg.112114.xyz/douyu/74374
奶虫恐怖电影[1920*1080],http://epg.112114.xyz/douyu/263824
经典怀旧系列[1920*1080],http://epg.112114.xyz/douyu/8663752
华语动作电影[1920*1080],http://epg.112114.xyz/douyu/1504768
女神影院[1280*720]],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
影视频道[1280*720]],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
军旅剧场[1280*720]],http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
怀旧影院[1280*720]],http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
古天乐影院[1280*720]],http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
成龙作品集[1280*720]],http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
郭富城影院[1280*720]],http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
张国荣影院[1280*720]],http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
周润发影院[1280*720]],http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
吴京作品集[1280*720]],http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
葛优作品集[1280*720]],http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
刘德华影院[1280*720]],http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
刘亦菲影视[1280*720]],http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
杨幂作品集[1280*720]],http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
古龙作品集[1280*720]],http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
神探狄仁杰[1280*720]],http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
每日荐影[1280*720]],http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
高分影院[1280*720]],http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
怀旧老片[1280*720]],http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
试胆大会[1280*720]],http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
爱情公寓[1280*720]],http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
军旅剧场[1280*720]],http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
少林剧场[1280*720]],http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
黄金剧场[1280*720]],http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追剧少女[1280*720]],http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
僵尸剧场[1280*720]],http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
武侠剧场[1280*720]],http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
经典贺岁片[1280*720]],http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
云上电影院[1280*720]],http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
午夜失眠剧场[1280*720]],http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
每日科幻电影[1280*720]],http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
4K剧场[1280*720]],http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
TVB剧场[1280*720]],http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
SNH48剧场[1280*720]],http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
新片放映厅[1280*720]],http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
盗墓方法论[1280*720]],http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
高能烧脑时刻[1280*720]],http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
红色谍战剧场[1280*720]],http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
古龙频道[1280*720]],http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
吴京作品集[1280*720]],http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
葛优作品集[1280*720]],http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
杨幂作品集[1280*720]],http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
海豚影视[1920*1080],http://skycw.vicp.net:4022/udp/238.1.79.34:4384
东方影视[1920*1080],http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
广东影视[1920*1080],http://fxhack.f3322.org:8000/udp/239.77.0.217:5146

外國電影,#genre#
2021尚氣與十環傳奇[1920*804][1920*804],https://sod.bunediy.com/20211110/MpyfWo6r/index.m3u8
2021猛毒2：血蜘蛛[1920*1080],https://sod.bunediy.com/20211111/56GUOks3/index.m3u8
2021火線突圍[1920*816][1920*816],https://new.iskcd.com/20210903/SWpImSm6/index.m3u8
2021刺客密令[1454*606][1454*606],https://c1.monidai.com/20210830/g1VQqvME/index.m3u8
2021咒術屍戰[1920*804][1920*804],https://sod.bunediy.com/20210813/FMsmJsO5/index.m3u8
2021自煞突擊隊集結[1920*1080],https://sod.bunediy.com/20210806/zhCJwweF/index.m3u8
2021玩命關頭9[1920*1080],https://sod.bunediy.com/20210801/jS39LVvB/index.m3u8


美女DJ,#genre#
韩国美女DJ,https://vd2.bdstatic.com/mda-mevie74x4g30r5vf/hd/cae_h264/1622422227187596376/mda-mevie74x4g30r5vf.mp4?auth_key=1631856954-0-0-fedd99798ccfe9120202dd647bc65119&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
美女劲嗨DJ,https://vd3.bdstatic.com/mda-mev3hw0htz28h5wn/hd/cae_h264/1622343504452103898/mda-mev3hw0htz28h5wn.mp4?auth_key=1631857047-0-0-93e008fe1832f815e27ecb136a5cb334&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
韩美女电音,https://vd2.bdstatic.com/mda-mf4jqhju9hx47tn6/hd/cae_h264/1622904149814134332/mda-mf4jqhju9hx47tn6.mp4?auth_key=1631857097-0-0-77d18a60f8401e2142442fd7e75aa762&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
现场美女DJ版,https://vd3.bdstatic.com/mda-mf4msazai823k43f/hd/cae_h264/1622946543609194622/mda-mf4msazai823k43f.mp4?auth_key=1631857149-0-0-47482c3c97bb14dd921bd9d81737a3f8&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
美女打碟DJ版,https://vd2.bdstatic.com/mda-mf4kdntvqeg1f57v/hd/cae_h264/1622904368658912065/mda-mf4kdntvqeg1f57v.mp4?auth_key=1631857192-0-0-6395698b60f4e6983ca3a0066abc99c3&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all

热歌辣妹,#genre#
热歌辣妹1,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-IS24gUovcix_AI.mp4
热歌辣妹3,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg____4gUopsLtrQQ.mp4
热歌辣妹4,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgy9j64wUogPOGEQ.mp4
热歌辣妹5,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnIS24gUoptqYDQ.mp4
热歌辣妹6,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzMnG4gUoroOQgQU.mp4
热歌辣妹7,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg85Do5QUow-P-wwI.mp4
热歌辣妹8,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmozg7AUolaeS8gU.mp4
热歌辣妹9,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtfm95QUok8Wu6AQ.mp4
热歌辣妹10,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyt_s4gUolOCslAQ.mp4
热歌辣妹11,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1veR5wUosO_wxAM.mp4
热歌辣妹12,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4sGv5wUo5bvaxwM.mp4
热歌辣妹13,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzf2h7QUohIem5AQ.mp4
热歌辣妹14,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyL-s7QUoo_-L5AE.mp4
热歌辣妹15,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAglNTV4gUo9PrW7wM.mp4
热歌辣妹16,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl8-77QUo2KnZ-AU.mp4
热歌辣妹17,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_K204wUogPqGqQY.mp4
热歌辣妹18,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgorq64gUozOXcXA.mp4
热歌辣妹19,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgho7o5QUoyr2cggE.mp4
热歌辣妹20,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgqfmh7QUoqNfLigE.mp4
热歌辣妹21,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2fO98AUo7-WMigc.mp4
热歌辣妹22,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsfK24gUozL7XrAE.mp4
热歌辣妹23,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg6Nf77QUo0Kngqgc.mp4
热歌辣妹24,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg6vC98AUooILmZw.mp4
热歌辣妹25,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_uCa4gUo7Irtnwc.mp4
热歌辣妹26,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5avW4gUo47zhvwU.mp4
热歌辣妹27,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4K_04wUo5-iTyAU.mp4
热歌辣妹28,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg--_h7QUojLvmogU.mp4
热歌辣妹29,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2-_h7QUo0LvLxwE.mp4
热歌辣妹30,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_fih7QUovpfokgI.mp4
热歌辣妹32,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAggMa84gUowOHVxgE.mp4
热歌辣妹33,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgj8m_4gUooMrSsQY.mp4
热歌辣妹34,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmcW84gUoqJz6vQc.mp4
热歌辣妹35,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtLrW4gUosLGs2gU.mp4
热歌辣妹36,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgt6qM5gUo8JmR4gQ.mp4
热歌辣妹37,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgxOrV4gUo8Oytsgc.mp4
热歌辣妹38,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyPKv4gUonPnYtwE.mp4
热歌辣妹39,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpeab4gUo3P3GsQY.mp4
热歌辣妹40,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3Lqw4gUoo6LL7QU.mp4
热歌辣妹41,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgh_y98AUo5K_x8QU.mp4
热歌辣妹42,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgt6604wUowITHOg.mp4
热歌辣妹43,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_5Oy4gUolMCzFw.mp4
热歌辣妹44,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgwNWb4gUolJ62iwQ.mp4
热歌辣妹45,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgo7v64wUovvXL6QQ.mp4
热歌辣妹46,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg7_uv4gUozsnyoQc.mp4
热歌辣妹47,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgxfG98AUogN6hqgU.mp4
热歌辣妹48,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnfmh7QUokqegngQ.mp4
热歌辣妹49,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghd_x4gUouPyVbw.mp4
热歌辣妹50,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9ueb4gUolq2JyQY.mp4


限制級,#genre#
少妇偷情,http://m3u8.jiertai.cn/620504edd10558059c64c07a61a90003dc43eab4.m3u8
少妇乱伦,http://m3u8.jiertai.cn/448c998cea804485e32a89a528f94f530974fef5.m3u8
厚裤袜足交,http://m3u8.jiertai.cn/3b910095cb55663753a48dcaba6d9cf6c96764d4.m3u8
少妇足交01,http://m3u8.jiertai.cn/aebbfde24331ee42f44bde60713ce63c7430eb5b.m3u8
少妇足交02,http://m3u8.jiertai.cn/5c79a0ef3067ec8eca04dfd9d8e1aea2fd1a4baf.m3u8
少妇足交03,http://m3u8.jiertai.cn/4f9ea72800d1ad337aeb7a004d36b1fb.m3u8
少妇足交04,http://m3u8.jiertai.cn/ace99741fdb8457fb423bf00b3d0a23d.m3u8
少妇01,http://m3u8.jiertai.cn/9a70143f1e9ada4344edbc38ea0705119d385f50.m3u8
少妇02,http://m3u8.jiertai.cn/c9052ce0e49aafbb2bd334f20c6cc55732e3d326.m3u8
丰臀,http://m3u8.jiertai.cn/b968cfb3bd8f5eef457aa2fbf1a6624a6627401b.m3u8
女鬼,http://m3u8.jiertai.cn/84cb427007fcc61f774b8871034ff09c08c6c219.m3u8
少妇保安,http://m3u8.jiertai.cn/acc0cbc74c0a4bb652da8bb3b35adccbeede7f43.m3u8
少妇出轨,http://m3u8.jiertai.cn/234dfc6f83b76ff5628f82505b00c838.m3u8
女同事1,http://m3u8.jiertai.cn/82aafe900df182598086dc13bce09860c85d3824.m3u8
女同事2,http://m3u8.jiertai.cn/5503d939088eeac752111ee9f1a32e85014d8445.m3u8
女同事3,http://m3u8.jiertai.cn/729817b3edc20f35555868861b0b6ca2.m3u8
孟若羽,http://m3u8.jiertai.cn/1eba73dfb0a534e46fb093480c50de88.m3u8
视频01,http://m3u8.jiertai.cn/5f53bebf6e9ed410a1b9c6392e916074.m3u8
视频02,http://m3u8.jiertai.cn/709c910284f08fa37287226ab83d8f87.m3u8
视频03,http://m3u8.jiertai.cn/c54410a33336eae5a54b4db2c6527914.m3u8
视频04,http://m3u8.jiertai.cn/2c5e2530c72a034d85a596c093d52095.m3u8
视频05,http://m3u8.jiertai.cn/04f4f0dd0e72c063ec51ad551365a0b6.m3u8
视频06,http://m3u8.jiertai.cn/285ecc5c2f56ad587d47a8d8e78f0bc2.m3u8
视频07,http://m3u8.jiertai.cn/b456119604a7d278a46e739ed8aba589.m3u8
视频08,http://m3u8.jiertai.cn/8fe0b99fa33c331481625af7ac7909f6.m3u8
视频09,http://m3u8.jiertai.cn/bfe744727cc45a674e793c135794e3d8.m3u8
视频10,http://m3u8.jiertai.cn/a39198b63761e5e22f5d6148211e5ac3.m3u8
视频11,http://m3u8.jiertai.cn/57853050735aa8223d91d6626e1d554c.m3u8
视频12,http://m3u8.jiertai.cn/48618eb2181b843b8cd105ab65106155.m3u8
视频13,http://m3u8.jiertai.cn/4238ea35f712e30e2032f4510699d2dc.m3u8
视频14,http://m3u8.jiertai.cn/53165902a1977d4da728cd13a02c0d39.m3u8
视频15,http://m3u8.jiertai.cn/6f5452d017d52956e7d8d85a679b37f7.m3u8
视频16,http://m3u8.jiertai.cn/06b3cfe68f4fe88707fdf4ad6d6119fc.m3u8
视频17,http://m3u8.jiertai.cn/28f0129db883681f9049bee7ff58d164.m3u8
视频18,http://m3u8.jiertai.cn/2d6406aca6f0816571522ad4ae4085e3.m3u8
视频19,http://m3u8.jiertai.cn/8166dd647f436f7ce338de4703a8bcc1.m3u8
视频20,http://m3u8.jiertai.cn/8d376a1e4bf7444267925a88d13af9d5.m3u8
视频21,http://m3u8.jiertai.cn/2c4c64e4642f47d70681ee40a7458154.m3u8
视频22,http://m3u8.jiertai.cn/e96c8cfecc3a7965b9b1f3024b1b5f93dbf9f5cc.m3u8
视频23,http://m3u8.jiertai.cn/ce3c750c2785f1deb3b77480881ae5c2da1d0bc7.m3u8
视频24,http://m3u8.jiertai.cn/f9f90a56e3c538a402d008228c93721c30416077.m3u8
动漫01,http://m3u8.jiertai.cn/de533d6f5025badd07860b05503703e0.m3u8
动漫02,http://m3u8.jiertai.cn/8256e485485477903837cbc55ad216b1.m3u8
动漫03,http://m3u8.jiertai.cn/e04ffb86c29db7e7a050393fb871328f780b1a03.m3u8
动漫04,http://m3u8.jiertai.cn/2b662d0f3104329df735d01a330da5ed4e5515fd.m3u8
动漫05,http://m3u8.jiertai.cn/1f4da66272d6f8ed500e6dfd9242aada.m3u8
动漫06,http://m3u8.jiertai.cn/0d71a6ef59126d538c004b7348600834.m3u8
姐妹,http://m3u8.jiertai.cn/1861ec657868451e77c00f3ec9ae184c3ec66084.m3u8
柚木,http://m3u8.jiertai.cn/072d6ba1508ac1c9900467053baf74916520de7c.m3u8
萝莉01,http://m3u8.jiertai.cn/927ac35f20709f2cbf3a798d1379091200849e8e.m3u8
萝莉02,http://m3u8.jiertai.cn/5e23317bfce56a150b11522da6a1fef2acfc4d96.m3u8
萝莉03,http://m3u8.jiertai.cn/67027901a7d4f27d99a62146525edfe702b6b9d2.m3u8
萝莉04,http://m3u8.jiertai.cn/6343549381eb120d7d07ec4731bfe04f836887aa.m3u8
萝莉05,http://m3u8.jiertai.cn/3ff158b07a7f10592cc51f410e89438510cca54c.m3u8
萝莉06,http://m3u8.jiertai.cn/187166feff60240799caa66fa1b695233cd1f5ae.m3u8
萝莉07,http://m3u8.jiertai.cn/7a2bdfe363f2eb19180ed92ed8a8ab6119cd5603.m3u8
萝莉08,http://m3u8.jiertai.cn/cbff57c7b992d8e54a5c6eece3b62439e7f6ebc0.m3u8
侧精,http://m3u8.jiertai.cn/538a6fb8af7bb1bf11805bfffa8090f5882e5a31.m3u8
女教师,http://m3u8.jiertai.cn/b9c9ac9b3cb2b51436151df141b3fb87.m3u8
黑丝,https://video.km7p7.xyz/uploads/2022-02-04/31435887/4c8644db3375b21be8263921469d9a58_wm.mp4

成人點播,#genre#
叫雞叫到表姐-李蓉蓉[1280*720],https://1xp60.cdnedge.live/file/avple-images/hls/6219e6f5b9e8e9119a2f1fe1/playlist.m3u8
鮑魚游戲-孟若羽[960*544][960*544],https://zo392.cdnedge.live/file/avple-images/hls/621731ea336b5d6ff709b379/playlist.m3u8
肉感精油SPA-酒井愛[1280*720],https://10j99.cdnedge.live/file/avple-images/hls/6219e9c6b9e8e9119a2f1fe8/playlist.m3u8
反差淫女初登場-楚夢舒[1280*720],https://e2fa6.cdnedge.live/file/avple-images/hls/6219ebe2b9e8e9119a2f1fee/playlist.m3u8
桃色誘惑閨蜜發騷-尋小小[1280*720],https://w9n76.cdnedge.live/file/avple-images/hls/6219eba7b9e8e9119a2f1fed/playlist.m3u8
活潑OL初次拍攝[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/6219eb6ab9e8e9119a2f1fec/playlist.m3u8
飢渴人妻大膽淫誘-蜜蘇[1280*720],https://je40u.cdnedge.live/file/avple-images/hls/6219e98ab9e8e9119a2f1fe7/playlist.m3u8
鋼琴老師的激情樂章[1280*720],https://w9n76.cdnedge.live/file/avple-images/hls/6219e94eb9e8e9119a2f1fe6/playlist.m3u8
色欲熏心強奸堂妹-金寶媛[1280*720],https://u89ey.cdnedge.live/file/avple-images/hls/62104c9a9d14d648884aa814/playlist.m3u8
交換我們的愛妻來互相內[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/1605637386/1000/1970/1970.m3u8
淫靡大小姐の瘋狂性愛[1920*1080],https://v10.ripic.xyz/5fb0f14388006e8971a038c1/video.m3u8
內穴服務-孟若羽[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/61e927b7c6ba7653ff362827/playlist.m3u8
淫亂生活-吳芳宜[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/61efa0b25d579208810784f6/playlist.m3u8
小姨勾引親外甥-白星雨[1280*720],https://u89ey.cdnedge.live/file/avple-images/hls/61efa03b5d579208810784f5/playlist.m3u8
背德性愛EP1對母性[1280*720],https://8bb88.cdnedge.live/file/avple-images/hls/61ee464a4e82d1622de7f24b/playlist.m3u8
閨蜜帶著弟弟來轉大人[1920*1080],https://v10.ripic.xyz/60d05f73cf7f29af26966b21/video.m3u8
老公懷疑我出軌[1920*1080],https://v10.ripic.xyz/61044a4211f9b7bd3086323a/video.m3u8
合租之偷窺-季曉彤[1280*720],https://10j99.cdnedge.live/file/avple-images/hls/6197fbbdf1d93a199d1cf17b/playlist.m3u8
爆多！精液射滿ㄧ直滴到床上[1920*1080],https://v10.ripic.xyz/61466eee6bb8f7e6d5951975/video.m3u8
口交5分鐘不射就內射[1920*1080],https://v10.ripic.xyz/60de050fb89f73afd3e60da9/video.m3u8
白色妖姬 -美樂蒂[1280*720],https://je40u.cdnedge.live/file/avple-images/hls/61584d514617d9667f1fa689/playlist.m3u8
阿爾法車震台中篇[1280*720],https://je40u.cdnedge.live/file/avple-images/hls/615b142d62da73610588de51/playlist.m3u8
宅男初體驗s級性愛機器人[1920*1080],https://v10.ripic.xyz/5ebe87fb893e3dcf5305a3d2/video.m3u8
大嫂[1280*720],https://u89ey.cdnedge.live/file/avple-images/hls/612716f53beeaf76c2bbdb0d/playlist.m3u8
綠茶女友[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/6133728dab335a56e394824c/playlist.m3u8
婚內情-楊桃[1280*720],https://10j99.cdnedge.live/file/avple-images/hls/610cf1adff7a912d5bde15c3/playlist.m3u8
父女的不倫之戀-李小藍[1280*720],https://10j99.cdnedge.live/file/avple-images/hls/610c7539ff7a912d5bde15c2/playlist.m3u8
艷母2-孟若羽[1280*720],https://8bb88.cdnedge.live/file/avple-images/hls/610c6639ff7a912d5bde15c0/playlist.m3u8
菜鳥特務-袁子儀[1280*720],https://u89ey.cdnedge.live/file/avple-images/hls/610ae7f567e1cd7424668638/playlist.m3u8
兄弟新交的女朋友-李雪[1280*720],https://je40u.cdnedge.live/file/avple-images/hls/60e440690fcb11183bc80a17/playlist.m3u8
泳裝妹妹的誘惑相奸-韓棠[1280*720],https://stream.cdnedge21.live/file/avple-images/hls/60e80af5295d6915521367d3/playlist.m3u8
釋放淫欲的神女-吳芳宜[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/60e735e9295d6915521367d0/playlist.m3u8
笨女孩的聰明想法-蘇語棠[1280*720],https://stream.cdnedge21.live/file/avple-images/hls/60e630591cefd85c8cb9e38a/playlist.m3u8
綠帽男友的復仇-尤莉[640*480][640*480],https://stream.cdnedge15.live/file/avple-images/hls/60deb63541b32117d66a0b94/playlist.m3u8
我的妹妹不可能這麼可愛2-穆娜[1280*720],https://stream.cdnedge17.live/file/avple-images/hls/60ddf5c941b32117d66a0b92/playlist.m3u8
自由奔放で小悪魔な妹とイチャイチャ同棲性活 鳥越花[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/6124/6124.m3u8
AV女優鄰居[1280*720],https://stream.cdnedge14.live/file/avple-images/hls/60bb5f92c145aa619c774a8b/playlist.m3u8
就算一直暗戀的青梅竹馬小倉由菜已經結婚了我也還是放不下和慾求不滿的她偷情內射性愛 小倉由菜[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/1605630110/7000/7810/7810.m3u8
女友不在的幾天內和她的姐姐高橋聖子瘋狂做愛[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/1605633653/2000/2585/2585.m3u8
女朋友的姐姐葵的全力走光誘惑我[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/1605636162/0/424/424.m3u8
夜宿美女同事岬奈奈美家裡被沒穿胸罩[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/1605650414/4000/4439/4439.m3u8
憧憬的女OL天使萌社員研修旅行[1280*720],https://47b61.cdnedge.live/file/avple-images/hls/4922/4922.m3u8
公公的特別照顧-陳若瑤[1280720][1280*720]],https://10j99.cdnedge.live/file/avple-images/hls/60df0ff9e982005101367fcb/playlist.m3u8
成人 1[1920*1080],http://125.227.210.55:9051/VideoInput/play.ts
成人 2[1920*1080],http://125.227.210.55:9053/VideoInput/play.ts
成人 3[1920*1080],http://125.227.210.55:9054/VideoInput/play.ts
成人 4[1920*1080],http://125.227.210.55:9055/VideoInput/play.ts
成人 5[1920*1080],http://125.227.210.55:9062/VideoInput/play.ts

91(A片),#genre#
黑丝女秘书-粉色情人[1280*720]],https://v4.jiufanrj.com/20220416/aoTAQDDg/2000kb/hls/index.m3u8
淫肉搜查官[1280*720]],https://v4.jiufanrj.com/20220416/UJDWOX2u/2000kb/hls/index.m3u8
网红中国零食体验[1280*720]],https://v4.jiufanrj.com/20220404/TQWfR8UC/2000kb/hls/index.m3u8
偷情人妻下集[1280*720]],https://v4.jiufanrj.com/20220330/kOcvvjkb/2000kb/hls/index.m3u8
偷情人妻上[1280*720]],https://v4.jiufanrj.com/20220319/NVDKkXdn/2000kb/hls/index.m3u8
迷操親姐姐[1280*718],https://v4.jiufanrj.com/20220312/ZOI187tc/2000kb/hls/index.m3u8
肉感精油SPA[1280*720]],https://v4.jiufanrj.com/20220227/LRS78tAQ/2000kb/hls/index.m3u8
街头猎艳清纯骚女[1280*720]],https://v4.jiufanrj.com/20220219/Ev71d39i/2000kb/hls/index.m3u8
名媛千金艳遇记[1280*720]],https://v4.jiufanrj.com/20220216/0UGcLJ0g/2000kb/hls/index.m3u8
AV镜头挑战[1280*720]],https://v4.jiufanrj.com/20220214/II4GFWEG/2000kb/hls/index.m3u8
地铁轮奸计划[1280*720]],https://v4.jiufanrj.com/20220212/fOYVs9Hk/2000kb/hls/index.m3u8
跳蛋购物突袭做爱[1280*720]],https://v4.jiufanrj.com/20220206/f00Iqnup/2000kb/hls/index.m3u8
时间静止AV现场实录[1280*720]],https://v2.iaxaa.com/20220124/NZqKt1dV/2000kb/hls/index.m3u8
坠欲下集[1280*720]],https://v2.iaxaa.com/20220124/hS8OkaUa/2000kb/hls/index.m3u8
李雷和韩梅梅[1280*720]],https://v2.iaxaa.com/20220115/gOaDnjdf/2000kb/hls/index.m3u8
坠欲上集[1280*720]],https://v2.iaxaa.com/20220109/O6DPyqp1/2000kb/hls/index.m3u8
